_Headword,English,Type,Class,Conjugation
uathoiriúnaigh,autofit,v2a,class9,2
uathrith,autorun,v1b,class2,1
uathsheinn,autoplay,v1b,class2,1
uathshlánaigh,autorecover,v2a,class9,2
uathshuimigh,autosum,v2b,class10,2
ubhsceith,ovulate,v1b,class2,1
úc,tuck,v1a,class1,1
uchtaigh,adopt,v2a,class9,2
údaraigh,authorize,v2a,class9,2
uiligh,universalize,v2b,class10,2
úim,hamess,v1bx,class4,1
uimhrigh,number,v2b,class10,2
uirísligh,humble,v2b,class10,2
uiscigh,water,v2b,class10,2
ullmhaigh,prepare,v2a,class9,2
umhlaigh,humble,v2a,class9,2
ung,anoint,v1a,class1,1
uraigh,eclipse,v2a,class9,2
úraigh,freshen,v2a,class9,2
urbhac,estop,v1a,class1,1
urbhruith,decoct,v1b,class2,1
urchoill,inhibit,v1b,class2,1
urchoisc,bar,v1b,class2,1
urghabh,seize,v1a,class1,1
urghair,prohibit,v1b,class2,1
urghairdigh,entertain,v2b,class10,2
urghráinigh,loathe,v2b,class10,2
urlaic,vomit,v1bx,class4,1
urraigh,secure,v2a,class9,2
urramaigh,respect,v2a,class9,2
urrúsaigh,securitize,v2a,class9,2
urscaoil,discharge,v1b,class2,1
úsáid,use,v1b,class2,1
úsc,ooze,v1a,class1,1
vacsainigh,vaccinate,v2b,class10,2
válsáil,waltz,v1c,class3,1
vástáil,waste,v1c,class3,1
vearnaiseáil,varnish,v1c,class3,1
veinirigh,veneer,v2b,class10,2
vótáil,vote,v1c,class3,1
X-ghathaigh,X-ray,v2a,class9,2
xéaracsáil,xerox,v1c,class3,1
zaipeáil,zap,v1c,class3,1
zipeáil,zip,v1c,class3,1
zónáil,zone,v1c,class3,1
zúmáil,zoom,v1c,class3,1
